Algorithm,Seed,NodeID,CHSelections
LEACH,5,50,15
LEACH,5,51,41
LEACH,5,52,25
LEACH,5,53,27
LEACH,5,54,33
LEACH,5,55,28
LEACH,5,56,42
LEACH,5,57,20
LEACH,5,58,28
LEACH,5,59,30
LEACH,5,60,24
LEACH,5,61,38
LEACH,5,62,31
LEACH,5,63,38
LEACH,5,64,39
LEACH,5,65,37
LEACH,5,66,17
LEACH,5,67,18
LEACH,5,68,27
LEACH,5,69,33
LEACH,5,70,35
LEACH,5,71,29
LEACH,5,72,43
LEACH,5,73,19
LEACH,5,74,34
LEACH,5,75,42
LEACH,5,76,27
LEACH,5,77,18
LEACH,5,78,45
LEACH,5,79,26
LEACH,5,80,43
LEACH,5,81,17
LEACH,5,82,18
LEACH,5,83,25
LEACH,5,84,34
LEACH,5,85,38
LEACH,5,86,34
LEACH,5,87,22
LEACH,5,88,19
LEACH,5,89,35
LEACH,5,90,59
LEACH,5,91,28
LEACH,5,92,20
LEACH,5,93,32
LEACH,5,94,24
LEACH,5,95,44
LEACH,5,96,17
LEACH,5,97,14
LEACH,5,98,43
LEACH,5,99,48
LEACH,6,0,25
LEACH,6,1,18
LEACH,6,2,32
LEACH,6,3,27
LEACH,6,4,36
LEACH,6,5,40
LEACH,6,6,44
LEACH,6,7,36
LEACH,6,8,35
LEACH,6,9,26
LEACH,6,10,56
LEACH,6,11,42
LEACH,6,12,22
LEACH,6,13,42
LEACH,6,14,39
LEACH,6,15,39
LEACH,6,16,43
LEACH,6,17,23
LEACH,6,18,42
LEACH,6,19,43
LEACH,6,20,43
LEACH,6,21,32
LEACH,6,22,39
LEACH,6,23,23
LEACH,6,24,17
LEACH,6,25,21
LEACH,6,26,36
LEACH,6,27,43
LEACH,6,28,26
LEACH,6,29,34
LEACH,6,30,31
LEACH,6,31,19
LEACH,6,32,35
LEACH,6,33,43
LEACH,6,34,33
LEACH,6,35,22
LEACH,6,36,19
LEACH,6,37,46
LEACH,6,38,27
LEACH,6,39,19
LEACH,6,40,24
LEACH,6,41,31
LEACH,6,42,39
LEACH,6,43,23
LEACH,6,44,18
LEACH,6,45,24
LEACH,6,46,43
LEACH,6,47,52
LEACH,6,48,55
LEACH,6,49,44
LEACH,6,50,36
LEACH,6,51,24
LEACH,6,52,50
LEACH,6,53,27
LEACH,6,54,21
LEACH,6,55,21
LEACH,6,56,37
LEACH,6,57,35
LEACH,6,58,32
LEACH,6,59,32
LEACH,6,60,42
LEACH,6,61,37
LEACH,6,62,17
LEACH,6,63,20
LEACH,6,64,19
LEACH,6,65,15
LEACH,6,66,40
LEACH,6,67,31
LEACH,6,68,38
LEACH,6,69,32
LEACH,6,70,27
LEACH,6,71,18
LEACH,6,72,29
LEACH,6,73,24
LEACH,6,74,22
LEACH,6,75,23
LEACH,6,76,37
LEACH,6,77,38
LEACH,6,78,21
LEACH,6,79,48
LEACH,6,80,32
LEACH,6,81,44
LEACH,6,82,42
LEACH,6,83,15
LEACH,6,84,34
LEACH,6,85,39
LEACH,6,86,26
LEACH,6,87,33
LEACH,6,88,47
LEACH,6,89,18
LEACH,6,90,26
LEACH,6,91,42
LEACH,6,92,28
LEACH,6,93,43
LEACH,6,94,22
LEACH,6,95,21
LEACH,6,96,39
LEACH,6,97,27
LEACH,6,98,20
LEACH,6,99,37
LEACH,7,0,40
LEACH,7,1,48
LEACH,7,2,20
LEACH,7,3,30
LEACH,7,4,17
LEACH,7,5,20
LEACH,7,6,16
LEACH,7,7,19
LEACH,7,8,17
LEACH,7,9,38
LEACH,7,10,37
LEACH,7,11,29
LEACH,7,12,22
LEACH,7,13,28
LEACH,7,14,28
LEACH,7,15,31
LEACH,7,16,44
LEACH,7,17,37
LEACH,7,18,17
LEACH,7,19,31
LEACH,7,20,42
LEACH,7,21,32
LEACH,7,22,41
LEACH,7,23,36
LEACH,7,24,35
LEACH,7,25,21
LEACH,7,26,27
LEACH,7,27,36
LEACH,7,28,32
LEACH,7,29,44
LEACH,7,30,41
LEACH,7,31,23
LEACH,7,32,42
LEACH,7,33,17
LEACH,7,34,29
LEACH,7,35,40
LEACH,7,36,28
LEACH,7,37,31
LEACH,7,38,45
LEACH,7,39,37
LEACH,7,40,34
LEACH,7,41,47
LEACH,7,42,35
LEACH,7,43,20
LEACH,7,44,21
LEACH,7,45,47
LEACH,7,46,45
LEACH,7,47,16
LEACH,7,48,18
LEACH,7,49,18
LEACH,7,50,31
LEACH,7,51,20
LEACH,7,52,46
LEACH,7,53,15
LEACH,7,54,29
LEACH,7,55,31
LEACH,7,56,25
LEACH,7,57,44
LEACH,7,58,16
LEACH,7,59,24
LEACH,7,60,31
LEACH,7,61,20
LEACH,7,62,23
LEACH,7,63,19
LEACH,7,64,33
LEACH,7,65,48
LEACH,7,66,37
LEACH,7,67,38
LEACH,7,68,28
LEACH,7,69,30
LEACH,7,70,39
LEACH,7,71,18
LEACH,7,72,37
LEACH,7,73,25
LEACH,7,74,20
LEACH,7,75,29
LEACH,7,76,43
LEACH,7,77,43
LEACH,7,78,34
LEACH,7,79,39
LEACH,7,80,26
LEACH,7,81,17
LEACH,7,82,44
LEACH,7,83,41
LEACH,7,84,22
LEACH,7,85,33
LEACH,7,86,23
LEACH,7,87,17
LEACH,7,88,29
LEACH,7,89,54
LEACH,7,90,16
LEACH,7,91,27
LEACH,7,92,44
LEACH,7,93,20
LEACH,7,94,18
LEACH,7,95,38
LEACH,7,96,18
LEACH,7,97,17
LEACH,7,98,17
LEACH,7,99,22
LEACH,8,0,51
LEACH,8,1,28
LEACH,8,2,28
LEACH,8,3,39
LEACH,8,4,42
LEACH,8,5,24
LEACH,8,6,24
LEACH,8,7,18
LEACH,8,8,22
LEACH,8,9,24
LEACH,8,10,26
LEACH,8,11,40
LEACH,8,12,24
LEACH,8,13,19
LEACH,8,14,18
LEACH,8,15,55
LEACH,8,16,27
LEACH,8,17,26
LEACH,8,18,21
LEACH,8,19,41
LEACH,8,20,40
LEACH,8,21,17
LEACH,8,22,38
LEACH,8,23,35
LEACH,8,24,37
LEACH,8,25,43
LEACH,8,26,45
LEACH,8,27,25
LEACH,8,28,41
LEACH,8,29,46
LEACH,8,30,37
LEACH,8,31,44
LEACH,8,32,44
LEACH,8,33,36
LEACH,8,34,19
LEACH,8,35,21
LEACH,8,36,42
LEACH,8,37,32
LEACH,8,38,41
LEACH,8,39,36
LEACH,8,40,35
LEACH,8,41,32
LEACH,8,42,23
LEACH,8,43,18
LEACH,8,44,33
LEACH,8,45,20
LEACH,8,46,35
LEACH,8,47,56
LEACH,8,48,32
LEACH,8,49,22
LEACH,8,50,29
LEACH,8,51,38
LEACH,8,52,35
LEACH,8,53,21
LEACH,8,54,23
LEACH,8,55,23
LEACH,8,56,24
LEACH,8,57,36
LEACH,8,58,42
LEACH,8,59,47
LEACH,8,60,51
LEACH,8,61,25
LEACH,8,62,20
LEACH,8,63,36
LEACH,8,64,47
LEACH,8,65,23
LEACH,8,66,21
LEACH,8,67,28
LEACH,8,68,23
LEACH,8,69,22
LEACH,8,70,35
LEACH,8,71,46
LEACH,8,72,47
LEACH,8,73,46
LEACH,8,74,32
LEACH,8,75,46
LEACH,8,76,28
LEACH,8,77,29
LEACH,8,78,29
LEACH,8,79,46
LEACH,8,80,36
LEACH,8,81,22
LEACH,8,82,19
LEACH,8,83,45
LEACH,8,84,30
LEACH,8,85,40
LEACH,8,86,42
LEACH,8,87,19
LEACH,8,88,29
LEACH,8,89,36
LEACH,8,90,42
LEACH,8,91,25
LEACH,8,92,54
LEACH,8,93,31
LEACH,8,94,29
LEACH,8,95,27
LEACH,8,96,56
LEACH,8,97,26
LEACH,8,98,19
LEACH,8,99,27
LEACH,9,0,29
LEACH,9,1,20
LEACH,9,2,20
LEACH,9,3,20
LEACH,9,4,15
LEACH,9,5,39
LEACH,9,6,37
LEACH,9,7,55
LEACH,9,8,39
LEACH,9,9,33
LEACH,9,10,38
LEACH,9,11,22
LEACH,9,12,39
LEACH,9,13,37
LEACH,9,14,23
LEACH,9,15,36
LEACH,9,16,16
LEACH,9,17,35
LEACH,9,18,18
LEACH,9,19,18
LEACH,9,20,35
LEACH,9,21,60
LEACH,9,22,21
LEACH,9,23,36
LEACH,9,24,22
LEACH,9,25,31
LEACH,9,26,29
LEACH,9,27,24
LEACH,9,28,18
LEACH,9,29,21
LEACH,9,30,26
LEACH,9,31,32
LEACH,9,32,17
LEACH,9,33,23
LEACH,9,34,34
LEACH,9,35,42
LEACH,9,36,39
LEACH,9,37,34
LEACH,9,38,39
LEACH,9,39,29
LEACH,9,40,41
LEACH,9,41,16
LEACH,9,42,49
LEACH,9,43,20
LEACH,9,44,36
LEACH,9,45,36
LEACH,9,46,36
LEACH,9,47,20
LEACH,9,48,29
LEACH,9,49,15
LEACH,9,50,26
LEACH,9,51,50
LEACH,9,52,28
LEACH,9,53,45
LEACH,9,54,15
LEACH,9,55,37
LEACH,9,56,17
LEACH,9,57,26
LEACH,9,58,52
LEACH,9,59,37
LEACH,9,60,17
LEACH,9,61,57
LEACH,9,62,19
LEACH,9,63,38
LEACH,9,64,46
LEACH,9,65,35
LEACH,9,66,20
LEACH,9,67,22
LEACH,9,68,50
LEACH,9,69,20
LEACH,9,70,20
LEACH,9,71,19
LEACH,9,72,29
LEACH,9,73,28
LEACH,9,74,22
LEACH,9,75,28
LEACH,9,76,43
LEACH,9,77,49
LEACH,9,78,42
LEACH,9,79,17
LEACH,9,80,15
LEACH,9,81,57
LEACH,9,82,19
LEACH,9,83,38
LEACH,9,84,28
LEACH,9,85,49
LEACH,9,86,35
LEACH,9,87,23
LEACH,9,88,25
LEACH,9,89,33
LEACH,9,90,29
LEACH,9,91,20
LEACH,9,92,38
LEACH,9,93,27
LEACH,9,94,21
LEACH,9,95,23
LEACH,9,96,36
LEACH,9,97,45
LEACH,9,98,25
LEACH,9,99,59
LEACH,10,0,15
LEACH,10,1,32
LEACH,10,2,32
LEACH,10,3,36
LEACH,10,4,32
LEACH,10,5,46
LEACH,10,6,43
LEACH,10,7,26
LEACH,10,8,28
LEACH,10,9,45
LEACH,10,10,34
LEACH,10,11,19
LEACH,10,12,42
LEACH,10,13,34
LEACH,10,14,45
LEACH,10,15,21
LEACH,10,16,22
LEACH,10,17,47
LEACH,10,18,45
LEACH,10,19,33
LEACH,10,20,48
LEACH,10,21,16
LEACH,10,22,24
LEACH,10,23,16
LEACH,10,24,35
LEACH,10,25,36
LEACH,10,26,28
LEACH,10,27,34
LEACH,10,28,16
LEACH,10,29,28
LEACH,10,30,25
LEACH,10,31,25
LEACH,10,32,30
LEACH,10,33,41
LEACH,10,34,29
LEACH,10,35,27
LEACH,10,36,35
LEACH,10,37,38
LEACH,10,38,24
LEACH,10,39,40
LEACH,10,40,35
LEACH,10,41,31
LEACH,10,42,19
LEACH,10,43,20
LEACH,10,44,27
LEACH,10,45,33
LEACH,10,46,51
LEACH,10,47,33
LEACH,10,48,43
LEACH,10,49,47
LEACH,10,50,19
LEACH,10,51,17
LEACH,10,52,36
LEACH,10,53,27
LEACH,10,54,27
LEACH,10,55,28
LEACH,10,56,31
LEACH,10,57,32
LEACH,10,58,16
LEACH,10,59,32
LEACH,10,60,34
LEACH,10,61,48
LEACH,10,62,29
LEACH,10,63,17
LEACH,10,64,20
LEACH,10,65,37
LEACH,10,66,18
LEACH,10,67,27
LEACH,10,68,21
LEACH,10,69,32
LEACH,10,70,32
LEACH,10,71,57
LEACH,10,72,14
LEACH,10,73,23
LEACH,10,74,21
LEACH,10,75,17
LEACH,10,76,43
LEACH,10,77,42
LEACH,10,78,17
LEACH,10,79,32
LEACH,10,80,27
LEACH,10,81,21
LEACH,10,82,17
LEACH,10,83,30
LEACH,10,84,35
LEACH,10,85,24
LEACH,10,86,40
LEACH,10,87,30
LEACH,10,88,22
LEACH,10,89,44
LEACH,10,90,34
LEACH,10,91,18
LEACH,10,92,25
LEACH,10,93,33
LEACH,10,94,37
LEACH,10,95,48
LEACH,10,96,19
LEACH,10,97,27
LEACH,10,98,39
LEACH,10,99,15
LEACH,11,0,15
LEACH,11,1,30
LEACH,11,2,26
LEACH,11,3,36
LEACH,11,4,35
LEACH,11,5,16
LEACH,11,6,22
LEACH,11,7,31
LEACH,11,8,17
LEACH,11,9,16
LEACH,11,10,37
LEACH,11,11,35
LEACH,11,12,25
LEACH,11,13,18
LEACH,11,14,27
LEACH,11,15,51
LEACH,11,16,36
LEACH,11,17,21
LEACH,11,18,18
LEACH,11,19,27
LEACH,11,20,36
LEACH,11,21,42
LEACH,11,22,42
LEACH,11,23,28
LEACH,11,24,24
LEACH,11,25,34
LEACH,11,26,41
LEACH,11,27,41
LEACH,11,28,20
LEACH,11,29,42
LEACH,11,30,41
LEACH,11,31,23
LEACH,11,32,29
LEACH,11,33,27
LEACH,11,34,25
LEACH,11,35,24
LEACH,11,36,48
LEACH,11,37,24
LEACH,11,38,45
LEACH,11,39,25
LEACH,11,40,52
LEACH,11,41,35
LEACH,11,42,38
LEACH,11,43,41
LEACH,11,44,27
LEACH,11,45,46
LEACH,11,46,36
LEACH,11,47,30
LEACH,11,48,35
LEACH,11,49,19
LEACH,11,50,43
LEACH,11,51,31
LEACH,11,52,17
LEACH,11,53,16
LEACH,11,54,22
LEACH,11,55,44
LEACH,11,56,61
LEACH,11,57,37
LEACH,11,58,45
LEACH,11,59,16
LEACH,11,60,34
LEACH,11,61,39
LEACH,11,62,41
LEACH,11,63,22
LEACH,11,64,23
LEACH,11,65,25
LEACH,11,66,30
LEACH,11,67,34
LEACH,11,68,33
LEACH,11,69,41
LEACH,11,70,22
LEACH,11,71,41
LEACH,11,72,19
LEACH,11,73,56
LEACH,11,74,27
LEACH,11,75,27
LEACH,11,76,16
LEACH,11,77,30
LEACH,11,78,40
LEACH,11,79,36
LEACH,11,80,23
LEACH,11,81,36
LEACH,11,82,38
LEACH,11,83,27
LEACH,11,84,35
LEACH,11,85,30
LEACH,11,86,29
LEACH,11,87,25
LEACH,11,88,18
LEACH,11,89,35
LEACH,11,90,33
LEACH,11,91,26
LEACH,11,92,20
LEACH,11,93,43
LEACH,11,94,25
LEACH,11,95,30
LEACH,11,96,15
LEACH,11,97,18
LEACH,11,98,38
LEACH,11,99,35
LEACH,12,0,29
LEACH,12,1,18
LEACH,12,2,15
LEACH,12,3,26
LEACH,12,4,37
LEACH,12,5,33
LEACH,12,6,20
LEACH,12,7,17
LEACH,12,8,40
LEACH,12,9,25
LEACH,12,10,27
LEACH,12,11,34
LEACH,12,12,30
LEACH,12,13,25
LEACH,12,14,44
LEACH,12,15,29
LEACH,12,16,16
LEACH,12,17,33
LEACH,12,18,20
LEACH,12,19,28
LEACH,12,20,40
LEACH,12,21,38
LEACH,12,22,29
LEACH,12,23,41
LEACH,12,24,41
LEACH,12,25,15
LEACH,12,26,36
LEACH,12,27,36
LEACH,12,28,45
LEACH,12,29,28
LEACH,12,30,30
LEACH,12,31,41
LEACH,12,32,44
LEACH,12,33,30
LEACH,12,34,36
LEACH,12,35,36
LEACH,12,36,20
LEACH,12,37,42
LEACH,12,38,31
LEACH,12,39,40
LEACH,12,40,29
LEACH,12,41,19
LEACH,12,42,36
LEACH,12,43,34
LEACH,12,44,27
LEACH,12,45,15
LEACH,12,46,24
LEACH,12,47,38
LEACH,12,48,25
LEACH,12,49,30
LEACH,12,50,42
LEACH,12,51,40
LEACH,12,52,64
LEACH,12,53,39
LEACH,12,54,34
LEACH,12,55,35
LEACH,12,56,30
LEACH,12,57,29
LEACH,12,58,42
LEACH,12,59,18
LEACH,12,60,42
LEACH,12,61,20
LEACH,12,62,44
LEACH,12,63,49
LEACH,12,64,45
LEACH,12,65,32
