Round,Mean,Std
1,100.0,0.0
2,100.0,0.0
3,100.0,0.0
4,100.0,0.0
5,100.0,0.0
6,100.0,0.0
7,100.0,0.0
8,100.0,0.0
9,100.0,0.0
10,100.0,0.0
11,100.0,0.0
12,100.0,0.0
13,100.0,0.0
14,100.0,0.0
15,100.0,0.0
16,100.0,0.0
17,100.0,0.0
18,100.0,0.0
19,100.0,0.0
20,100.0,0.0
21,100.0,0.0
22,100.0,0.0
23,100.0,0.0
24,100.0,0.0
25,100.0,0.0
26,100.0,0.0
27,100.0,0.0
28,100.0,0.0
29,100.0,0.0
30,100.0,0.0
31,100.0,0.0
32,100.0,0.0
33,100.0,0.0
34,100.0,0.0
35,100.0,0.0
36,100.0,0.0
37,100.0,0.0
38,100.0,0.0
39,100.0,0.0
40,100.0,0.0
41,100.0,0.0
42,100.0,0.0
43,100.0,0.0
44,100.0,0.0
45,100.0,0.0
46,100.0,0.0
47,100.0,0.0
48,100.0,0.0
49,100.0,0.0
50,100.0,0.0
51,100.0,0.0
52,100.0,0.0
53,100.0,0.0
54,100.0,0.0
55,100.0,0.0
56,100.0,0.0
57,100.0,0.0
58,100.0,0.0
59,100.0,0.0
60,100.0,0.0
61,100.0,0.0
62,100.0,0.0
63,100.0,0.0
64,100.0,0.0
65,100.0,0.0
66,100.0,0.0
67,100.0,0.0
68,100.0,0.0
69,100.0,0.0
70,100.0,0.0
71,100.0,0.0
72,100.0,0.0
73,100.0,0.0
74,100.0,0.0
75,100.0,0.0
76,100.0,0.0
77,100.0,0.0
78,100.0,0.0
79,100.0,0.0
80,100.0,0.0
81,100.0,0.0
82,100.0,0.0
83,100.0,0.0
84,100.0,0.0
85,100.0,0.0
86,100.0,0.0
87,100.0,0.0
88,100.0,0.0
89,100.0,0.0
90,100.0,0.0
91,100.0,0.0
92,100.0,0.0
93,100.0,0.0
94,100.0,0.0
95,100.0,0.0
96,100.0,0.0
97,100.0,0.0
98,100.0,0.0
99,100.0,0.0
100,100.0,0.0
101,100.0,0.0
102,100.0,0.0
103,100.0,0.0
104,100.0,0.0
105,100.0,0.0
106,100.0,0.0
107,100.0,0.0
108,100.0,0.0
109,100.0,0.0
110,100.0,0.0
111,100.0,0.0
112,100.0,0.0
113,100.0,0.0
114,100.0,0.0
115,100.0,0.0
116,100.0,0.0
117,100.0,0.0
118,100.0,0.0
119,100.0,0.0
120,100.0,0.0
121,100.0,0.0
122,100.0,0.0
123,100.0,0.0
124,100.0,0.0
125,100.0,0.0
126,100.0,0.0
127,100.0,0.0
128,100.0,0.0
129,100.0,0.0
130,100.0,0.0
131,100.0,0.0
132,100.0,0.0
133,100.0,0.0
134,100.0,0.0
135,100.0,0.0
136,100.0,0.0
137,100.0,0.0
138,100.0,0.0
139,100.0,0.0
140,100.0,0.0
141,100.0,0.0
142,100.0,0.0
143,100.0,0.0
144,100.0,0.0
145,100.0,0.0
146,100.0,0.0
147,100.0,0.0
148,100.0,0.0
149,100.0,0.0
150,100.0,0.0
151,100.0,0.0
152,100.0,0.0
153,100.0,0.0
154,100.0,0.0
155,100.0,0.0
156,100.0,0.0
157,100.0,0.0
158,100.0,0.0
159,100.0,0.0
160,100.0,0.0
161,100.0,0.0
162,100.0,0.0
163,100.0,0.0
164,100.0,0.0
165,100.0,0.0
166,100.0,0.0
167,100.0,0.0
168,100.0,0.0
169,100.0,0.0
170,100.0,0.0
171,100.0,0.0
172,100.0,0.0
173,100.0,0.0
174,100.0,0.0
175,100.0,0.0
176,100.0,0.0
177,100.0,0.0
178,100.0,0.0
179,100.0,0.0
180,100.0,0.0
181,100.0,0.0
182,100.0,0.0
183,100.0,0.0
184,100.0,0.0
185,100.0,0.0
186,100.0,0.0
187,100.0,0.0
188,100.0,0.0
189,100.0,0.0
190,100.0,0.0
191,100.0,0.0
192,100.0,0.0
193,100.0,0.0
194,100.0,0.0
195,100.0,0.0
196,100.0,0.0
197,100.0,0.0
198,100.0,0.0
199,100.0,0.0
200,100.0,0.0
201,100.0,0.0
202,100.0,0.0
203,100.0,0.0
204,100.0,0.0
205,100.0,0.0
206,100.0,0.0
207,100.0,0.0
208,100.0,0.0
209,100.0,0.0
210,100.0,0.0
211,100.0,0.0
212,100.0,0.0
213,100.0,0.0
214,100.0,0.0
215,100.0,0.0
216,100.0,0.0
217,99.95,0.22360679774997896
218,99.95,0.22360679774997896
219,99.95,0.22360679774997896
220,99.95,0.22360679774997896
221,99.95,0.22360679774997896
222,99.95,0.22360679774997896
223,99.95,0.22360679774997896
224,99.95,0.22360679774997896
225,99.95,0.22360679774997896
226,99.95,0.22360679774997896
227,99.95,0.22360679774997896
228,99.95,0.22360679774997896
229,99.95,0.22360679774997896
230,99.95,0.22360679774997896
231,99.95,0.22360679774997896
232,99.95,0.22360679774997896
233,99.95,0.22360679774997896
234,99.95,0.22360679774997896
235,99.95,0.22360679774997896
236,99.95,0.22360679774997896
237,99.95,0.22360679774997896
238,99.95,0.22360679774997896
239,99.95,0.22360679774997896
240,99.95,0.22360679774997896
241,99.95,0.22360679774997896
242,99.95,0.22360679774997896
243,99.95,0.22360679774997896
244,99.95,0.22360679774997896
245,99.95,0.22360679774997896
246,99.95,0.22360679774997896
247,99.9,0.3077935056255463
248,99.9,0.3077935056255463
249,99.9,0.3077935056255463
250,99.85,0.48936048492959294
251,99.85,0.48936048492959294
252,99.85,0.48936048492959294
253,99.85,0.48936048492959294
254,99.85,0.48936048492959294
255,99.85,0.48936048492959294
256,99.85,0.48936048492959294
257,99.85,0.48936048492959294
258,99.85,0.48936048492959294
259,99.85,0.48936048492959294
260,99.85,0.48936048492959294
261,99.8,0.6155870112510923
262,99.8,0.6155870112510923
263,99.8,0.6155870112510923
264,99.7,0.6569466853317861
265,99.7,0.6569466853317861
266,99.7,0.6569466853317861
267,99.7,0.6569466853317861
268,99.65,0.812727700887249
269,99.65,0.812727700887249
270,99.65,0.812727700887249
271,99.65,0.812727700887249
272,99.65,0.812727700887249
273,99.6,0.9403246919632543
274,99.55,0.9445132413883326
275,99.55,0.9445132413883326
276,99.45,0.9445132413883326
277,99.45,0.9445132413883326
278,99.45,0.9445132413883326
279,99.4,1.095445115010332
280,99.35,1.1367080817685313
281,99.3,1.2607433062326872
282,99.3,1.2607433062326872
283,99.2,1.3992479182911464
284,99.2,1.3992479182911464
285,99.15,1.4244112357114613
286,99.15,1.4244112357114613
287,99.05,1.4680814547887793
288,99.05,1.4680814547887793
289,99.0,1.6222142113076254
290,98.85,1.9269556026896004
291,98.75,2.0742785683093214
292,98.7,2.202868942753374
293,98.6,2.21002500581233
294,98.6,2.21002500581233
295,98.6,2.21002500581233
296,98.55,2.1878853044122666
297,98.45,2.1636956688426445
298,98.35,2.158825216591069
299,98.3,2.178845662513211
300,98.25,2.1490511982341367
301,98.2,2.1175954586076613
302,98.1,2.2454632624823536
303,98.1,2.2454632624823536
304,97.85,2.580799549711189
305,97.8,2.587418953726911
306,97.6,2.583347481568501
307,97.25,2.712058841156426
308,97.2,2.7453309646130384
309,97.1,2.900090742681938
310,97.0,2.919985580353726
311,96.8,3.001753873286328
312,96.7,3.010507913083247
313,96.4,3.0157481397002077
314,96.25,3.1768074010172374
315,96.2,3.302311789927586
316,96.1,3.307089672999987
317,96.1,3.307089672999987
318,96.0,3.3245498310218435
319,95.85,3.483419372730736
320,95.6,3.8851945694012895
321,95.45,3.9266297320515946
322,95.25,4.076569765456195
323,95.1,4.24139996748839
324,94.95,4.2485291572496005
325,94.65,4.158377720116091
326,94.5,4.310330308505492
327,94.5,4.310330308505492
328,94.45,4.260899336747436
329,94.2,4.274773001052374
330,93.7,4.329823139696659
331,93.5,4.322523629353088
332,93.3,4.3054433111194435
333,93.2,4.443801123031118
334,93.1,4.399760759046122
335,93.0,4.44853612823483
336,93.0,4.44853612823483
337,92.85,4.258428175549728
338,92.75,4.16596485317564
339,92.4,4.284611386910383
340,92.0,4.26737932644726
341,91.6,4.321305845520116
342,91.4,4.441431727435838
343,91.0,4.656630812756772
344,90.75,5.138861229576268
345,90.65,5.183729606333547
346,90.2,5.146281232726773
347,89.95,4.999736835179691
348,89.6,5.0094647261065
349,89.45,5.020746432239146
350,89.3,5.048188836237784
351,89.1,4.833000593507319
352,89.0,4.888224303579498
353,88.75,4.908370937812045
354,88.6,4.8384425506343955
355,88.5,4.817730411281797
356,88.3,5.0377522138768445
357,88.25,5.024937810560445
358,88.15,4.976523834332978
359,87.9,4.833000593507319
360,87.7,4.791439735282299
361,87.65,4.8152717581942515
362,87.3,4.543358368339206
363,87.15,4.404244364366336
364,86.75,4.351345829317154
365,86.35,4.158377720116091
366,86.1,4.32739133768529
367,86.05,4.346504948019489
368,85.9,4.32739133768529
369,85.7,4.341961720115386
370,85.45,4.382681226925146
371,85.3,4.3054433111194435
372,85.1,4.178894338785899
373,84.95,4.211200603903332
374,84.7,4.3054433111194435
375,84.65,4.295346318982906
376,84.5,4.478016478190693
377,84.5,4.478016478190693
378,84.45,4.639362478889348
379,84.35,4.67101927341684
380,84.15,4.771350906576061
381,83.95,4.784569496115392
382,83.9,4.822098254800224
383,83.8,4.829732475973559
384,83.6,4.772729551150061
385,83.45,4.839258316377788
386,83.35,4.8152717581942515
387,83.15,4.9233599994526624
388,82.8,5.001052520798944
389,82.6,4.967261238401532
390,82.4,5.0094647261065
391,82.2,5.1257862041374995
392,82.1,5.066920584588465
393,81.95,5.052097011195086
394,81.7,5.222421297686191
395,81.6,5.15445642649461
396,81.45,5.355518550744495
397,81.25,5.369259480451755
398,81.25,5.369259480451755
399,81.0,5.428967140306369
400,80.85,5.284286537511598
401,80.6,5.423147270339381
402,80.25,5.533391460273851
403,80.05,5.67983506061483
404,79.7,6.01839286118636
405,79.6,6.02975080221746
406,79.55,5.9953929681135385
407,79.4,5.9418232183307795
408,79.15,6.192312721601298
409,78.95,6.2616207755534115
410,78.9,6.298704962968683
411,78.85,6.285111898681468
412,78.7,6.308724118235001
413,78.45,6.244787299904828
414,77.9,6.239939270959546
415,77.65,6.326843396862376
416,77.55,6.500809666171552
417,77.4,6.564658166432222
418,77.3,6.554227241776265
419,77.2,6.526061115574273
420,76.75,6.50404732293265
421,76.7,6.522027453580915
422,76.3,6.408054142619024
423,76.2,6.329546420932296
424,76.05,6.369954143435704
425,75.75,6.188911986686139
426,75.55,6.20250373894115
427,75.5,6.236564506369293
428,75.3,6.358583092747033
429,75.25,6.406205872762015
430,75.2,6.370986868940363
431,75.1,6.3237230872493555
432,75.1,6.3237230872493555
433,75.0,6.382541978339285
434,74.7,6.199320845654661
435,74.45,6.117059837261001
436,74.35,6.054793664179604
437,74.25,6.103277807866851
438,74.0,6.121575304652089
439,73.85,5.976048685773639
440,73.75,5.919414978206084
441,73.6,6.003507746572657
442,73.4,5.9062856793687
443,73.25,5.8926805624033545
444,72.95,5.799047108656823
445,72.8,5.6994921288054945
446,72.6,5.566818991507675
447,72.5,5.510755034714533
448,72.45,5.53909549902946
449,72.45,5.53909549902946
450,72.3,5.639148871948674
451,72.3,5.639148871948674
452,72.1,5.618578205616754
453,72.0,5.572488813712179
454,71.75,5.683540408842658
455,71.6,5.70687489372525
456,71.3,5.4781864075430535
457,71.1,5.562089724668522
458,71.05,5.716780470454363
459,70.95,5.670561097272009
460,70.8,5.6994921288054945
461,70.75,5.738833551020258
462,70.45,5.716780470454364
463,70.3,6.070636834710784
464,70.2,6.16099786859581
465,70.2,6.16099786859581
466,69.95,6.073887162530919
467,69.7,6.0445712920986505
468,69.3,6.1396039645978195
469,69.15,6.458572434736399
470,68.95,6.4927084608732235
471,68.9,6.447357679905124
472,68.85,6.409491317364306
473,68.8,6.3461550729970595
474,68.75,6.364994728571018
475,68.65,6.3683014342833
476,68.65,6.3683014342833
477,68.6,6.385839597767943
478,68.5,6.419542531659828
479,68.3,6.366854961852293
480,68.15,6.301837660138259
481,67.95,6.303507795372017
482,67.8,6.354443120244373
483,67.6,6.459590992429295
484,67.2,6.33785618743685
485,67.1,6.348642623261664
486,67.0,6.316228054947451
487,66.75,6.222835704927965
488,66.7,6.241625968995748
489,66.4,6.090544872349703
490,66.15,6.115338782197813
491,66.0,6.11297154030931
492,65.65,6.192312721601298
493,65.55,6.185509382079173
494,65.45,6.151379819537283
495,65.2,6.262671365446134
496,65.1,6.206109044617586
497,64.9,6.172093392205376
498,64.7,6.241625968995747
499,64.65,6.234665398526127
500,64.45,6.194012388886885
501,64.25,6.120500495530531
502,64.1,6.265192062414956
503,63.9,6.163560146880252
504,63.8,6.057618083215982
505,63.6,5.994734531675539
506,63.35,6.063479980480204
507,63.0,5.866945766885777
508,62.7,5.822822610890248
509,62.55,5.780866808068802
510,62.5,5.799274001749565
511,62.45,5.826211190997564
512,62.35,5.860438280718028
513,62.15,5.824404193608674
514,62.0,5.821918656431508
515,61.85,5.714938872445572
516,61.8,5.736310936298235
517,61.7,5.7592031612569095
518,61.65,5.668704483946556
519,61.5,5.744562646538029
520,61.25,5.580746978864502
521,61.15,5.668704483946556
522,61.0,5.572488813712179
523,60.8,5.653131409833148
524,60.55,5.799047108656822
525,60.4,5.93295878967653
526,60.25,6.033895486072169
527,60.05,6.117059837261
528,60.0,6.138746657609824
529,59.85,6.141103963843704
530,59.7,6.1396039645978195
531,59.5,6.185722099701605
532,59.2,6.203564340467163
533,59.0,6.095727580596274
534,58.75,6.120500495530531
535,58.6,6.184871185315615
536,58.55,6.168468205316454
537,58.3,6.241625968995748
538,58.1,6.265192062414955
539,57.95,6.168468205316454
540,57.9,6.206109044617587
541,57.65,6.301837660138259
542,57.6,6.286158562563007
543,57.6,6.286158562563007
544,57.55,6.253209702140763
545,57.45,6.270020565734761
546,57.25,6.214372136638711
547,57.1,6.051533081094322
548,56.9,6.120715472453922
549,56.65,6.141103963843703
550,56.6,6.193375068316314
551,56.35,6.175290319192758
552,55.9,6.488045687424316
553,55.8,6.453069445090289
554,55.75,6.44715359470241
555,55.6,6.459590992429296
556,55.5,6.345325672866354
557,55.45,6.328506932918696
558,55.3,6.333702666977999
559,55.15,6.318519146962073
560,55.15,6.318519146962073
561,55.05,6.253209702140762
562,54.9,6.189124587362476
563,54.65,6.217758946420283
564,54.55,6.1428178001887535
565,54.35,6.072153870874728
566,54.05,6.125657859407943
567,53.95,6.176994670379337
568,53.95,6.176994670379337
569,53.9,6.231498932629967
570,53.7,6.216277444191008
571,53.55,6.194012388886885
572,53.5,6.21966321647047
573,53.2,6.379242654273724
574,53.05,6.468343967679094
575,52.85,6.627494565107263
576,52.75,6.479725465269587
577,52.65,6.47485013035254
578,52.5,6.452253788202105
579,52.4,6.483988376235563
580,52.3,6.481552770423881
581,52.05,6.492708460873223
582,51.95,6.6449426752903396
583,51.7,6.673592893281936
584,51.65,6.563655913236801
585,51.5,6.533315431411205
586,51.3,6.657801122703628
587,51.0,6.472614374586613
588,50.85,6.393047210179113
589,50.65,6.458572434736397
590,50.45,6.508900788434574
591,50.2,6.444908230941939
592,50.15,6.5475989974630355
593,49.9,6.536536987539631
594,49.8,6.558241099242195
595,49.7,6.554227241776264
596,49.4,6.443274747648451
597,49.25,6.47159786662988
598,49.15,6.499190232960606
599,49.0,6.521220421782543
600,48.95,6.500809666171552
601,48.7,6.199320845654661
602,48.55,6.303507795372018
603,48.4,6.377592352175413
604,48.2,6.329546420932297
605,48.1,6.315394724505808
606,47.85,6.343459126077074
607,47.65,6.26834150817885
608,47.65,6.26834150817885
609,47.5,6.16868151057804
610,47.4,6.150738081512529
611,47.25,6.281761402328926
612,47.15,6.158220864058572
613,47.0,6.18146635643918
614,46.85,6.132527597723642
